Date,Open,High,Low,Close*,Adj Close**,Volume
10/4/2021,9081.66,9095.22,8935.78,8980.64,8980.64,-
10/1/2021,9014.98,9136.15,8955.17,9098.25,9098.25,-
9/30/2021,9126.65,9151.44,8993.6,8994.83,8994.83,-
9/29/2021,9108.78,9157.12,9093.47,9102.62,9102.62,-
9/28/2021,9227.15,9227.15,9074.93,9087.47,9087.47,-
9/27/2021,9273.81,9305.39,9261.67,9275.87,9275.87,-
9/24/2021,9265.08,9317.45,9250.82,9301.49,9301.49,-
9/23/2021,9199.64,9322,9199.64,9287.8,9287.8,-
9/22/2021,9117.19,9220.08,9117.19,9176.08,9176.08,-
9/21/2021,9131.84,9174.47,9076.91,9089.55,9089.55,-
9/20/2021,9190.93,9190.93,8988.44,9096.52,9096.52,-
9/17/2021,9330.29,9332.97,9242.69,9253.57,9253.57,-
9/16/2021,9345.59,9363.7,9276.3,9338.61,9338.61,-
9/15/2021,9283.5,9365.51,9264.71,9352.83,9352.83,-
9/14/2021,9349.7,9362.72,9258.68,9273.99,9273.99,-
9/13/2021,9337.98,9375.32,9277.27,9325.29,9325.29,-
9/10/2021,9404.89,9432.57,9302.29,9304.03,9304.03,-
9/9/2021,9417.16,9452.39,9373.45,9375.99,9375.99,-
9/8/2021,9426.97,9434.42,9376.59,9418.57,9418.57,-
9/7/2021,9462.72,9462.72,9416.02,9430.68,9430.68,-
9/3/2021,9456.25,9475.07,9433.05,9462.54,9462.54,-
9/2/2021,9460.32,9483.83,9439.97,9465.47,9465.47,-
9/1/2021,9446.98,9464.28,9432.99,9437.15,9437.15,-
8/31/2021,9448.33,9451.56,9419.41,9433.58,9433.58,-
8/30/2021,9413.88,9463.03,9413.88,9445.24,9445.24,-
8/27/2021,9330.6,9412.35,9330.6,9404.15,9404.15,-
8/26/2021,9371.27,9375.46,9319.65,9321.74,9321.74,-
8/25/2021,9364.03,9387.43,9354.05,9376,9376,-
8/24/2021,9351.28,9368.81,9347.14,9355.11,9355.11,-
8/23/2021,9280.13,9362.63,9280.13,9341.09,9341.09,-
8/20/2021,9196.46,9266.77,9188.73,9261.31,9261.31,-
8/19/2021,9137.36,9212.67,9106.7,9186.07,9186.07,-
8/18/2021,9258.71,9286.43,9168.55,9173.93,9173.93,-
8/17/2021,9301.11,9301.11,9208.94,9271.83,9271.83,-
8/16/2021,9299.55,9338.1,9250.38,9337.18,9337.18,-
8/13/2021,9305.92,9313.11,9297.78,9312.51,9312.51,-
8/12/2021,9266.45,9299.16,9245.38,9297.2,9297.2,-
8/11/2021,9255.89,9270.9,9243.97,9267.4,9267.4,-
8/10/2021,9242.21,9261.78,9230.32,9244.22,9244.22,-
8/9/2021,9246.33,9249.71,9219.7,9235.05,9235.05,-
8/6/2021,9227.5,9251.55,9227.5,9243.03,9243.03,-
8/5/2021,9184.32,9226.89,9184.32,9226.49,9226.49,-
8/4/2021,9198.44,9198.8,9165.97,9170.76,9170.76,-
8/3/2021,9149.99,9213.86,9109.06,9213.35,9213.35,-
8/2/2021,9179.4,9210.19,9133.47,9138.36,9138.36,-
7/30/2021,9154.92,9190.48,9143.9,9155.21,9155.21,-
7/29/2021,9171.85,9226.73,9171.85,9204.25,9204.25,-
7/28/2021,9169.44,9195.31,9141.24,9164.62,9164.62,-
7/27/2021,9197.33,9197.33,9106.01,9166.27,9166.27,-
7/26/2021,9183.14,9210.2,9174.58,9209.63,9209.63,-
7/23/2021,9123.92,9194.38,9123.92,9187.64,9187.64,-
7/22/2021,9082.04,9099.94,9058.85,9094.95,9094.95,-
7/21/2021,9018.58,9077.99,9018.58,9075.97,9075.97,-
7/20/2021,8881.1,9030.29,8875.55,9001.77,9001.77,-
7/19/2021,8946,8946,8814.47,8867.07,8867.07,-
7/16/2021,9093.75,9109.09,9000.45,9009.89,9009.89,-
7/15/2021,9097.06,9097.06,9038.24,9078.33,9078.33,-
7/14/2021,9119.95,9147.73,9083.08,9107.85,9107.85,-
7/13/2021,9120.83,9144.3,9091.45,9096.15,9096.15,-
7/12/2021,9102.8,9131.39,9085.35,9128.22,9128.22,-
7/9/2021,9013.21,9101.02,9013.21,9096.84,9096.84,-
7/8/2021,8995.79,9016.18,8929.86,8995.26,8995.26,-
7/7/2021,9056.32,9078.77,9012.63,9071.14,9071.14,-
7/6/2021,9067.64,9067.64,8980.05,9040.76,9040.76,-
7/2/2021,9005.1,9065.09,9005.1,9058.66,9058.66,-
7/1/2021,8950.11,8990.55,8950.11,8990.08,8990.08,-
6/30/2021,8928.53,8952.48,8923.52,8942.78,8942.78,-
6/29/2021,8933.61,8948.72,8920.76,8930.67,8930.67,-
6/28/2021,8915.53,8930.54,8894.24,8927.4,8927.4,-
6/25/2021,8893.79,8917.81,8886.97,8906.79,8906.79,-
6/24/2021,8857.26,8886.95,8857.26,8877.06,8877.06,-
6/23/2021,8840.48,8855.62,8824.46,8825.01,8825.01,-
6/22/2021,8789.16,8854.11,8774.33,8834.56,8834.56,-
6/21/2021,8682.61,8792.48,8682.61,8789.52,8789.52,-
6/18/2021,8747.5,8747.5,8663.78,8667.76,8667.76,-
6/17/2021,8779.49,8803.68,8728.9,8782.58,8782.58,-
6/16/2021,8838.52,8844.7,8742.17,8786.18,8786.18,-
6/15/2021,8851.73,8855.66,8816.61,8833.68,8833.68,-
6/14/2021,8836.93,8851.58,8807.36,8851.17,8851.17,-
6/11/2021,8823.51,8834.61,8801.38,8832.94,8832.94,-
6/10/2021,8793.48,8837.4,8776.85,8815.56,8815.56,-
6/9/2021,8802.27,8809.96,8772.64,8774.31,8774.31,-
6/8/2021,8803.62,8808.29,8750.8,8790,8790,-
6/7/2021,8794.15,8800.15,8765.78,8788.28,8788.28,-
6/4/2021,8745.51,8802.46,8745.51,8795.08,8795.08,-
6/3/2021,8715.01,8741.9,8666.33,8717.97,8717.97,-
6/2/2021,8745.59,8767.52,8727.89,8748.3,8748.3,-
6/1/2021,8764.83,8800.93,8725.54,8734.74,8734.74,-
5/28/2021,8752.61,8768.36,8737.64,8738.77,8738.77,-
5/27/2021,8733.18,8756.91,8724.54,8730.97,8730.97,-
5/26/2021,8710.88,8733.77,8695.34,8720.04,8720.04,-
5/25/2021,8740.59,8755.98,8692.48,8703.59,8703.59,-
5/24/2021,8666.12,8747.9,8666.12,8722,8722,-
5/21/2021,8662.03,8703.83,8627.05,8635.55,8635.55,-
5/20/2021,8564.79,8670.23,8564.79,8641.98,8641.98,-
5/19/2021,8515.16,8553.55,8438.48,8550.95,8550.95,-
5/18/2021,8654.13,8660.5,8572.87,8574.98,8574.98,-
5/17/2021,8661.33,8665.5,8604.82,8647.57,8647.57,-
5/14/2021,8577.53,8688.66,8577.53,8669.49,8669.49,-
5/13/2021,8463.51,8580.91,8463.51,8541.39,8541.39,-
5/12/2021,8577.42,8586.03,8424.45,8437.24,8437.24,-
5/11/2021,8617.34,8641.39,8536.75,8620.98,8620.98,-
5/10/2021,8779.07,8795.78,8696.28,8696.29,8696.29,-
5/7/2021,8741.6,8799.1,8724.24,8787.82,8787.82,-
5/6/2021,8654.62,8724.28,8609.61,8722.04,8722.04,-
5/5/2021,8669.7,8691.72,8636.58,8650.04,8650.04,-
5/4/2021,8673.77,8673.77,8569.18,8643.91,8643.91,-
5/3/2021,8700.62,8736.73,8692.57,8702.02,8702.02,-
4/30/2021,8713.28,8713.28,8665.27,8678.16,8678.16,-
4/29/2021,8729.28,8755.5,8668.44,8740.35,8740.35,-
4/28/2021,8685.22,8719.11,8678.87,8681.17,8681.17,-
4/27/2021,8691.63,8702.16,8667.59,8688.45,8688.45,-
4/26/2021,8684.88,8703.89,8679.6,8690.26,8690.26,-
4/23/2021,8588.92,8703.72,8588.92,8674.8,8674.8,-
4/22/2021,8654.34,8673.18,8557.78,8580.73,8580.73,-
4/21/2021,8566.42,8662.16,8562.44,8659.8,8659.8,-
4/20/2021,8630.24,8630.24,8545.61,8579.95,8579.95,-
4/19/2021,8672.75,8674.64,8611.9,8638.42,8638.42,-
4/16/2021,8661.01,8696.62,8654.1,8684.51,8684.51,-
4/15/2021,8589.66,8659.61,8589.66,8653.29,8653.29,-
4/14/2021,8593.25,8614.22,8550.42,8558.16,8558.16,-
4/13/2021,8568.41,8605.49,8556.86,8592.25,8592.25,-
4/12/2021,8557.22,8571.7,8536.71,8564.03,8564.03,-
4/9/2021,8497.76,8566.46,8497.16,8565.57,8565.57,-
4/8/2021,8484.88,8501.91,8469.5,8499.85,8499.85,-
4/7/2021,8450.44,8468.56,8438.03,8462.18,8462.18,-
4/6/2021,8452.92,8475,8437.58,8449.54,8449.54,-
4/5/2021,8367.25,8468.81,8367.25,8457.4,8457.4,-
4/1/2021,8279.75,8337.48,8279.75,8335.91,8335.91,-
3/31/2021,8226.77,8282.99,8226.49,8238.48,8238.48,-
3/30/2021,8218.03,8227.48,8178.81,8208.1,8208.1,-
3/29/2021,8229.55,8255.47,8175.83,8233.24,8233.24,-
3/26/2021,8121.33,8246.9,8121.33,8240.38,8240.38,-
3/25/2021,8042.96,8125.98,7990.02,8105.51,8105.51,-
3/24/2021,8126.82,8172.74,8062.95,8063,8063,-
3/23/2021,8162.98,8186.75,8088.51,8106.83,8106.83,-
3/22/2021,8119.17,8199.5,8114.38,8169.14,8169.14,-
3/19/2021,8112.22,8147.38,8057.74,8112.13,8112.13,-
3/18/2021,8195.02,8228.18,8106.64,8116.17,8116.17,-
3/17/2021,8186.47,8257.23,8158.06,8237.35,8237.35,-
3/16/2021,8236.19,8251.49,8194.41,8213.63,8213.63,-
3/15/2021,8172.49,8228.38,8132.22,8226.32,8226.32,-
3/12/2021,8133.9,8176.01,8114.76,8172.9,8172.9,-
3/11/2021,8113.28,8205.85,8113.28,8162.58,8162.58,-
3/10/2021,8063.94,8116.45,8051.18,8078.05,8078.05,-
3/9/2021,7980.49,8087.84,7980.49,8029.2,8029.2,-
3/8/2021,7964.14,8040.07,7912.34,7916.41,7916.41,-
3/5/2021,7858.8,7979.17,7727.67,7958.98,7958.98,-
3/4/2021,7910.12,7961.43,7712.97,7806.45,7806.45,-
3/3/2021,8002.9,8024.06,7909.86,7911.21,7911.21,-
3/2/2021,8084.6,8090.06,8012.84,8015.54,8015.54,-
3/1/2021,7957.96,8107.01,7957.96,8080.78,8080.78,-
2/26/2021,7951.84,7995.85,7848.05,7892.81,7892.81,-
2/25/2021,8108.58,8127.41,7897.98,7929.56,7929.56,-
2/24/2021,8020.3,8134.03,7991.14,8127.38,8127.38,-
2/23/2021,7985.76,8066.25,7879.38,8036.06,8036.06,-
2/22/2021,8044.55,8080.47,8022.63,8025.81,8025.81,-
2/19/2021,8117.6,8136.75,8081.47,8087.68,8087.68,-
2/18/2021,8106.15,8118.78,8042.5,8102.24,8102.24,-
2/17/2021,8111.32,8142.49,8074.51,8137.88,8137.88,-
2/16/2021,8153.69,8175.83,8121.47,8139.16,8139.16,-
2/12/2021,8094.81,8147.26,8083.61,8142.79,8142.79,-
2/11/2021,8104.25,8124,8050.71,8104.19,8104.19,-
2/10/2021,8111.66,8133.31,8037.52,8089.11,8089.11,-
2/9/2021,8090.18,8106.25,8074.04,8091.7,8091.7,-
2/8/2021,8051.75,8099.41,8051.75,8099.33,8099.33,-
2/5/2021,8022.02,8055.57,8015.14,8039.67,8039.67,-
2/4/2021,7935.06,8008.41,7935.06,8007.62,8007.62,-
2/3/2021,7941.73,7956.68,7893.06,7920.85,7920.85,-
2/2/2021,7841.58,7947.56,7841.58,7912.87,7912.87,-
2/1/2021,7716.04,7825.95,7704.89,7804.31,7804.31,-
1/29/2021,7812.94,7812.94,7639.4,7681.01,7681.01,-
1/28/2021,7765.84,7920.18,7765.84,7831.22,7831.22,-
1/27/2021,7932.67,7932.67,7717.66,7754.74,7754.74,-
1/26/2021,7986.68,8001.99,7955.36,7959.1,7959.1,-
1/25/2021,7963.33,7978.91,7850.6,7970.92,7970.92,-
1/22/2021,7947.95,7964.63,7919.75,7942.2,7942.2,-
1/21/2021,7975.19,7983.28,7949.7,7966.11,7966.11,-
1/20/2021,7889.27,7979.26,7889.27,7962.92,7962.92,-
1/19/2021,7818.26,7864.88,7815.26,7853.47,7853.47,-
1/15/2021,7832.13,7832.13,7751.66,7789.79,7789.79,-
1/14/2021,7886.27,7903.98,7840.56,7846.1,7846.1,-
1/13/2021,7859.01,7897.71,7837.12,7874.75,7874.75,-
1/12/2021,7857.6,7876.47,7806.15,7856.72,7856.72,-
1/11/2021,7860.76,7891.07,7831.67,7853.45,7853.45,-
1/8/2021,7885.36,7909.32,7820.38,7905.28,7905.28,-
1/7/2021,7780.35,7876.67,7780.35,7861.1,7861.1,-
1/6/2021,7744.43,7744.43,7744.43,7744.43,7744.43,-
1/5/2021,7640.77,7722.69,7635.64,7700.34,7700.34,-
1/4/2021,7777.41,7788.35,7567.08,7645.27,7645.27,-
12/31/2020,7712.24,7767.17,7699.05,7759.35,7759.35,-
12/30/2020,7717.67,7735.04,7705.32,7709.1,7709.1,-
12/29/2020,7745.38,7757.76,7690.22,7697.93,7697.93,-
12/28/2020,7689.64,7725.74,7689.64,7715.1,7715.1,-
12/24/2020,7629.75,7649.79,7620.12,7648.39,7648.39,-
12/23/2020,7627.67,7664.44,7619.82,7620.63,7620.63,-
12/22/2020,7637.18,7637.48,7591.91,7614.83,7614.83,-
12/21/2020,7608.11,7646.22,7509.69,7630.07,7630.07,-
12/18/2020,7686.56,7695.16,7611.18,7659.75,7659.75,-
12/17/2020,7667.96,7691.2,7662.29,7686.18,7686.18,-
12/16/2020,7631.65,7662.65,7615.79,7641.82,7641.82,-
12/15/2020,7570.02,7629.65,7556.01,7628.28,7628.28,-
12/14/2020,7588.2,7634.3,7530.21,7530.87,7530.87,-
12/11/2020,7547.24,7567.43,7500.48,7562.46,7562.46,-
12/10/2020,7553.35,7593.32,7524.94,7571.87,7571.87,-
12/9/2020,7649.51,7662.45,7555.71,7581.06,7581.06,-
12/8/2020,7601.8,7654.16,7593.28,7641.43,7641.43,-
12/7/2020,7625.71,7631.24,7593.11,7620,7620,-
12/4/2020,7576.61,7634.81,7576.61,7634.77,7634.77,-
12/3/2020,7570.66,7600.41,7548.24,7567.44,7567.44,-
12/2/2020,7539.35,7574.03,7521.57,7570.76,7570.76,-
12/1/2020,7522.3,7589.22,7522.3,7556.51,7556.51,-
11/30/2020,7497.94,7497.94,7416.46,7472.06,7472.06,-
11/27/2020,7505.77,7517.66,7486.95,7505.38,7505.38,-
11/25/2020,7498.76,7498.76,7462.17,7486.68,7486.68,-
11/24/2020,7413.97,7512.14,7413.97,7498.29,7498.29,-
11/23/2020,7356.72,7403.7,7327.75,7378.94,7378.94,-
11/20/2020,7381.65,7385.6,7335.75,7336.76,7336.76,-
11/19/2020,7340.55,7393.59,7309.2,7386.86,7386.86,-
11/18/2020,7448.67,7463.07,7356.81,7357.34,7357.34,-
11/17/2020,7443.64,7469.99,7399.21,7442.04,7442.04,-
11/16/2020,7421.66,7478.34,7421.66,7476.79,7476.79,-
11/13/2020,7323.46,7408.11,7323.46,7390.61,7390.61,-
11/12/2020,7343.57,7356.58,7252.72,7290.69,7290.69,-
11/11/2020,7343.21,7380.13,7330.44,7362.65,7362.65,-
11/10/2020,7302.06,7330.83,7237.7,7306.75,7306.75,-
11/9/2020,7382.81,7511.31,7311.15,7315.77,7315.77,-
11/6/2020,7228.26,7254.24,7178.81,7230.51,7230.51,-
11/5/2020,7180.78,7269.9,7180.78,7231.67,7231.67,-
11/4/2020,7016.15,7179.92,7014.63,7092.3,7092.3,-
11/3/2020,6871.53,6981.17,6871.53,6939.3,6939.3,-
11/2/2020,6788.96,6858.65,6755.13,6817.89,6817.89,-
10/30/2020,6783.49,6806.43,6660.69,6734.84,6734.84,-
10/29/2020,6748.97,6880.28,6713.58,6816.79,6816.79,-
10/28/2020,6882.88,6882.88,6731.9,6735.75,6735.75,-
10/27/2020,7007.8,7020.45,6978.18,6982.14,6982.14,-
10/26/2020,7086.5,7086.5,6928.88,7003.21,7003.21,-
10/23/2020,7134.8,7137.66,7084.8,7135.81,7135.81,-
10/22/2020,7080.3,7125.47,7032.96,7111.17,7111.17,-
10/21/2020,7082.61,7133.86,7068.59,7073.65,7073.65,-
10/20/2020,7081.37,7158.67,7073.88,7089.06,7089.06,-
10/19/2020,7192.99,7210.94,7041.71,7055.58,7055.58,-
10/16/2020,7192.66,7238.33,7170.73,7172.7,7172.7,-
10/15/2020,7110.62,7183.39,7084.63,7171.61,7171.61,-
10/14/2020,7237.56,7263.23,7165.71,7182.38,7182.38,-
10/13/2020,7275,7275,7206.83,7229.55,7229.55,-
10/12/2020,7205.03,7307.55,7205.03,7275.43,7275.43,-
10/9/2020,7121.98,7168.48,7118.69,7157.94,7157.94,-
10/8/2020,7069.58,7096.1,7056.97,7095.4,7095.4,-
10/7/2020,6965.12,7050.9,6965.12,7036.89,7036.89,-
10/6/2020,7014.74,7061.56,6903.47,6916.43,6916.43,-
10/5/2020,6929.14,7015.99,6929.14,7014.17,7014.17,-
10/2/2020,6870.09,6932.14,6839.04,6889.6,6889.6,-
10/1/2020,6966.63,6989.43,6916.53,6956.2,6956.2,-
9/30/2020,6874.01,6981.61,6872.5,6918.83,6918.83,-
9/29/2020,6893.74,6908.12,6845.82,6861.96,6861.96,-
9/28/2020,6857.87,6913.07,6855.9,6894.27,6894.27,-
9/25/2020,6657.83,6802.14,6642.04,6784.95,6784.95,-
9/24/2020,6635.98,6744,6602.36,6678.04,6678.04,-
9/23/2020,6828.92,6835.21,6649.24,6657.82,6657.82,-
9/22/2020,6778.33,6828.67,6727.32,6819.08,6819.08,-
9/21/2020,6757.35,6757.35,6641.33,6748.08,6748.08,-
9/18/2020,6904.68,6913.83,6771.06,6826.72,6826.72,-
9/17/2020,6882.96,6940.99,6845.9,6903.82,6903.82,-
9/16/2020,7015.21,7051.51,6960.53,6962.29,6962.29,-
9/15/2020,7007.77,7031.43,6969.87,6994.33,6994.33,-
9/14/2020,6916.83,6997.51,6916.83,6957.91,6957.91,-
9/11/2020,6892.34,6924.81,6805.53,6868.22,6868.22,-
9/10/2020,7015.06,7041.75,6844.42,6864.23,6864.23,-
9/9/2020,6926.86,7039.71,6920.95,6986.76,6986.76,-
9/8/2020,6930.72,6946.92,6843.17,6848.42,6848.42,-
9/4/2020,7098.38,7150.44,6886.63,7043.62,7043.62,-
9/3/2020,7326.76,7326.93,7044.82,7101.38,7101.38,-
9/2/2020,7282.28,7373.35,7265.2,7358.49,7358.49,-
9/1/2020,7206.9,7249.21,7180.76,7246.37,7246.37,-
8/31/2020,7211.47,7221.83,7177.81,7192.11,7192.11,-
8/28/2020,7179.73,7209.56,7158.42,7207.1,7207.1,-
8/27/2020,7159.38,7192.73,7125.35,7158.18,7158.18,-
8/26/2020,7086.68,7150.52,7075,7145.77,7145.77,-
8/25/2020,7057.84,7074.57,7037.16,7073.6,7073.6,-
8/24/2020,7021.07,7048.82,7010.91,7048.17,7048.17,-
8/21/2020,6954.39,6982.97,6941,6977.27,6977.27,-
8/20/2020,6901.52,6963.52,6889.85,6952.92,6952.92,-
8/19/2020,6967.07,6981.41,6920.37,6930.8,6930.8,-
8/18/2020,6954.69,6971.02,6920.08,6960.3,6960.3,-
8/17/2020,6940.89,6954.67,6937.54,6943.22,6943.22,-
8/14/2020,6915.68,6935.89,6901.28,6924.28,6924.28,-
8/13/2020,6923.97,6953.27,6904.49,6924.96,6924.96,-
8/12/2020,6886.36,6952.81,6886.36,6937.44,6937.44,-
8/11/2020,6915.89,6937.66,6825.8,6840.67,6840.67,-
8/10/2020,6886.5,6901.1,6845.07,6895.59,6895.59,-
8/7/2020,6853.6,6879.03,6830.55,6876.65,6876.65,-
8/6/2020,6817.56,6874.68,6807.27,6870.86,6870.86,-
8/5/2020,6804.89,6832.09,6804.89,6826.22,6826.22,-
8/4/2020,6748.58,6783.11,6741.29,6782.6,6782.6,-
8/3/2020,6745.17,6774.85,6737.72,6758.2,6758.2,-
7/31/2020,6708.41,6711.95,6606.32,6709.81,6709.81,-
7/30/2020,6628.36,6667.65,6572.89,6658.02,6658.02,-
7/29/2020,6617.99,6694.93,6617.99,6682.01,6682.01,-
7/28/2020,6632.45,6651.76,6595.32,6599.97,6599.97,-
7/27/2020,6602.76,6647.04,6591.33,6642.89,6642.89,-
7/24/2020,6600.16,6617.8,6562.16,6594.1,6594.1,-
7/23/2020,6708.82,6725.83,6608.63,6635.04,6635.04,-
7/22/2020,6673.92,6724.05,6670.3,6717.29,6717.29,-
7/21/2020,6701.75,6719.65,6659.26,6678.74,6678.74,-
7/20/2020,6610.96,6681.34,6592.38,6667.45,6667.45,-
7/17/2020,6610.79,6629.68,6573.14,6611.86,6611.86,-
7/16/2020,6577.96,6602.63,6557.93,6592.75,6592.75,-
7/15/2020,6613.88,6639.09,6562.23,6615.07,6615.07,-
7/14/2020,6439.77,6562.42,6412.2,6555.4,6555.4,-
7/13/2020,6570.03,6631.95,6456.91,6467.84,6467.84,-
7/10/2020,6462.2,6532.45,6429,6528.96,6528.96,-
7/9/2020,6510.74,6518.14,6387.14,6461.31,6461.31,-
7/8/2020,6461.56,6499.78,6427.68,6496.14,6496.14,-
7/7/2020,6488.87,6525.06,6441.37,6445.59,6445.59,-
7/6/2020,6465.99,6519.42,6465.99,6516.05,6516.05,-
7/2/2020,6442.08,6487.36,6402.9,6414.16,6414.16,-
7/1/2020,6363.41,6409.19,6353.66,6383.76,6383.76,-
6/30/2020,6249.07,6374.34,6245.77,6351.67,6351.67,-
6/29/2020,6183.81,6255.38,6145.2,6254.78,6254.78,-
