http://www.econ.yale.edu/~shiller/data.htm (data from my spreadsheet, not Shiller's -- don't forget to bold values in DCA -- or to update END_DATE)
Date,P,D,E,CPI,Date Fraction,Real Price,Real Dividend,Real Total Return Price
1871.01,4.44,0.26,0.40,12.46,1871.04,93.18,5.46,93.18
1871.02,4.50,0.26,0.40,12.84,1871.13,91.64,5.29,92.08
1871.03,4.61,0.26,0.40,13.03,1871.21,92.51,5.22,93.39
1871.04,4.74,0.26,0.40,12.56,1871.29,98.72,5.42,100.12
1871.05,4.86,0.26,0.40,12.27,1871.38,103.58,5.54,105.51
1871.06,4.82,0.26,0.40,12.08,1871.46,104.34,5.63,106.77
1871.07,4.73,0.26,0.40,12.08,1871.54,102.39,5.63,105.25
1871.08,4.79,0.26,0.40,11.89,1871.63,105.35,5.72,108.78
1871.09,4.84,0.26,0.40,12.18,1871.71,103.96,5.58,107.82
1871.1,4.59,0.26,0.40,12.37,1871.79,97.07,5.50,101.16
1871.11,4.64,0.26,0.40,12.37,1871.88,98.13,5.50,102.74
1871.12,4.74,0.26,0.40,12.65,1871.96,97.98,5.37,103.05
1872.01,4.86,0.26,0.40,12.65,1872.04,100.46,5.44,106.14
1872.02,4.88,0.27,0.41,12.65,1872.13,100.87,5.51,107.06
1872.03,5.04,0.27,0.41,12.84,1872.21,102.64,5.50,109.42
1872.04,5.18,0.27,0.41,13.13,1872.29,103.20,5.44,110.50
1872.05,5.18,0.28,0.41,13.13,1872.38,103.20,5.51,110.99
1872.06,5.13,0.28,0.42,13.03,1872.46,102.95,5.62,111.22
1872.07,5.10,0.28,0.42,12.84,1872.54,103.86,5.77,112.73
1872.08,5.04,0.29,0.42,12.94,1872.63,101.88,5.80,111.11
1872.09,4.95,0.29,0.42,13.03,1872.71,99.33,5.82,108.86
1872.1,4.97,0.29,0.43,12.75,1872.79,101.97,6.02,112.29
1872.11,4.95,0.30,0.43,13.13,1872.88,98.61,5.91,109.14
1872.12,5.07,0.30,0.43,12.94,1872.96,102.49,6.06,113.99
1873.01,5.11,0.30,0.43,12.94,1873.04,103.30,6.12,115.46
1873.02,5.15,0.31,0.44,13.23,1873.13,101.86,6.03,114.41
1873.03,5.11,0.31,0.44,13.23,1873.21,101.07,6.08,114.09
1873.04,5.04,0.31,0.44,13.23,1873.29,99.69,6.13,113.11
1873.05,5.05,0.31,0.44,12.94,1873.38,102.09,6.32,116.43
1873.06,4.98,0.32,0.45,12.56,1873.46,103.72,6.56,118.92
1873.07,4.97,0.32,0.45,12.56,1873.54,103.51,6.61,119.31
1873.08,4.97,0.32,0.45,12.56,1873.63,103.51,6.66,119.95
1873.09,4.59,0.32,0.45,12.56,1873.71,95.60,6.72,111.43
1873.1,4.19,0.33,0.46,12.27,1873.79,89.30,6.93,104.76
1873.11,4.04,0.33,0.46,11.89,1873.88,88.86,7.20,104.94
1873.12,4.42,0.33,0.46,12.18,1873.96,94.94,7.09,112.82
1874.01,4.66,0.33,0.46,12.37,1874.04,98.55,6.98,117.81
1874.02,4.80,0.33,0.46,12.37,1874.13,101.51,6.98,122.04
1874.03,4.73,0.33,0.46,12.37,1874.21,100.03,6.98,120.96
1874.04,4.60,0.33,0.46,12.18,1874.29,98.80,7.09,120.19
1874.05,4.48,0.33,0.46,12.08,1874.38,96.98,7.14,118.70
1874.06,4.46,0.33,0.46,11.80,1874.46,98.88,7.32,121.77
1874.07,4.46,0.33,0.46,11.89,1874.54,98.09,7.26,121.54
1874.08,4.47,0.33,0.46,11.80,1874.63,99.11,7.32,123.56
1874.09,4.54,0.33,0.46,11.80,1874.71,100.66,7.32,126.25
1874.1,4.53,0.33,0.46,11.61,1874.79,102.08,7.44,128.82
1874.11,4.57,0.33,0.46,11.51,1874.88,103.84,7.50,131.81
1874.12,4.54,0.33,0.46,11.51,1874.96,103.15,7.50,131.74
1875.01,4.54,0.33,0.45,11.51,1875.04,103.15,7.44,132.53
1875.02,4.53,0.33,0.44,11.51,1875.13,102.93,7.38,133.03
1875.03,4.59,0.32,0.44,11.51,1875.21,104.29,7.33,135.58
1875.04,4.65,0.32,0.43,11.61,1875.29,104.79,7.21,137.01
1875.05,4.47,0.32,0.42,11.32,1875.38,103.27,7.34,135.83
1875.06,4.38,0.32,0.41,11.13,1875.46,102.92,7.40,136.18
1875.07,4.39,0.31,0.40,11.13,1875.54,103.16,7.34,137.30
1875.08,4.41,0.31,0.39,11.23,1875.63,102.75,7.22,137.56
1875.09,4.37,0.31,0.39,11.13,1875.71,102.69,7.23,138.28
1875.1,4.30,0.31,0.38,11.13,1875.79,101.04,7.17,136.87
1875.11,4.37,0.30,0.37,11.04,1875.88,103.57,7.17,141.11
1875.12,4.37,0.30,0.36,10.94,1875.96,104.47,7.17,143.15
1876.01,4.46,0.30,0.35,10.85,1876.04,107.56,7.23,148.20
1876.02,4.52,0.30,0.35,10.85,1876.13,109.01,7.23,151.03
1876.03,4.51,0.30,0.34,10.85,1876.21,108.76,7.23,151.53
1876.04,4.34,0.30,0.33,10.75,1876.29,105.59,7.30,147.96
1876.05,4.18,0.30,0.33,10.37,1876.38,105.43,7.57,148.61
1876.06,4.15,0.30,0.32,10.09,1876.46,107.64,7.78,152.64
1876.07,4.10,0.30,0.31,10.09,1876.54,106.34,7.78,151.72
1876.08,3.93,0.30,0.31,10.18,1876.63,100.98,7.71,144.99
1876.09,3.69,0.30,0.30,10.28,1876.71,93.93,7.64,135.78
1876.1,3.67,0.30,0.29,10.47,1876.79,91.73,7.50,133.50
1876.11,3.60,0.30,0.29,10.56,1876.87,89.17,7.43,130.67
1876.12,3.58,0.30,0.28,10.75,1876.96,87.10,7.30,128.54
1877.01,3.55,0.29,0.28,10.94,1877.04,84.87,6.95,126.10
1877.02,3.34,0.28,0.28,10.66,1877.12,81.99,6.91,122.67
1877.03,3.17,0.27,0.29,10.18,1877.21,81.45,7.00,122.74
1877.04,2.94,0.26,0.29,10.47,1877.29,73.48,6.58,111.56
1877.05,2.94,0.25,0.29,10.66,1877.37,72.17,6.24,110.36
1877.06,2.73,0.25,0.29,10.09,1877.46,70.81,6.35,109.08
1877.07,2.85,0.24,0.29,10.18,1877.54,73.23,6.06,113.59
1877.08,3.05,0.23,0.29,9.80,1877.62,81.41,6.05,127.07
1877.09,3.24,0.22,0.30,9.70,1877.71,87.33,5.86,137.07
1877.1,3.31,0.21,0.30,9.70,1877.79,89.22,5.61,140.76
1877.11,3.26,0.20,0.30,9.51,1877.87,89.63,5.48,142.13
1877.12,3.25,0.19,0.30,9.51,1877.96,89.35,5.22,142.38
1878.01,3.25,0.19,0.30,9.23,1878.04,92.11,5.36,147.50
1878.02,3.18,0.19,0.30,9.13,1878.12,91.07,5.39,146.55
1878.03,3.24,0.19,0.30,8.94,1878.21,94.76,5.48,153.22
1878.04,3.33,0.19,0.30,8.85,1878.29,98.44,5.52,159.92
1878.05,3.34,0.19,0.30,8.56,1878.37,102.03,5.68,166.51
1878.06,3.41,0.19,0.31,8.37,1878.46,106.53,5.78,174.65
1878.07,3.48,0.18,0.31,8.47,1878.54,107.50,5.69,177.01
1878.08,3.45,0.18,0.31,8.56,1878.62,105.39,5.60,174.30
1878.09,3.52,0.18,0.31,8.56,1878.71,107.53,5.57,178.61
1878.1,3.48,0.18,0.31,8.47,1878.79,107.50,5.61,179.34
1878.11,3.47,0.18,0.31,8.37,1878.87,108.41,5.65,181.64
1878.12,3.45,0.18,0.31,8.18,1878.96,110.29,5.75,185.60
1879.01,3.58,0.18,0.32,8.28,1879.04,113.13,5.74,191.18
1879.02,3.71,0.18,0.32,8.37,1879.12,115.91,5.73,196.68
1879.03,3.65,0.19,0.33,8.28,1879.21,115.34,5.85,196.55
1879.04,3.77,0.19,0.33,8.18,1879.29,120.52,5.97,206.22
1879.05,3.94,0.19,0.34,8.18,1879.37,125.95,6.02,216.38
1879.06,3.96,0.19,0.35,8.09,1879.46,128.08,6.15,220.91
1879.07,4.04,0.19,0.35,8.18,1879.54,129.15,6.13,223.64
1879.08,4.07,0.19,0.36,8.18,1879.62,130.11,6.18,226.19
1879.09,4.22,0.20,0.36,8.47,1879.71,130.36,6.02,227.49
1879.1,4.68,0.20,0.37,8.94,1879.79,136.88,5.75,239.71
1879.11,4.93,0.20,0.37,9.42,1879.87,136.91,5.51,240.56
1879.12,4.92,0.20,0.38,9.70,1879.96,132.61,5.39,233.80
1880.01,5.11,0.21,0.39,9.99,1880.04,133.80,5.37,236.68
1880.02,5.20,0.21,0.40,9.99,1880.12,136.15,5.50,241.66
1880.03,5.30,0.22,0.41,10.09,1880.21,137.46,5.58,244.81
1880.04,5.18,0.22,0.42,9.70,1880.29,139.62,5.93,249.53
1880.05,4.77,0.23,0.43,9.42,1880.37,132.46,6.25,237.67
1880.06,4.79,0.23,0.44,9.23,1880.46,135.76,6.52,244.57
1880.07,5.01,0.24,0.44,9.23,1880.54,142.00,6.66,256.80
1880.08,5.19,0.24,0.45,9.23,1880.62,147.10,6.80,267.05
1880.09,5.18,0.25,0.46,9.32,1880.71,145.32,6.87,264.86
1880.1,5.33,0.25,0.47,9.32,1880.79,149.53,7.01,273.59
1880.11,5.61,0.26,0.48,9.42,1880.87,155.79,7.08,286.14
1880.12,5.84,0.26,0.49,9.51,1880.96,160.56,7.15,295.98
1881.01,6.19,0.27,0.49,9.42,1881.04,171.90,7.36,318.02
1881.02,6.17,0.27,0.48,9.51,1881.12,169.63,7.42,314.97
1881.03,6.24,0.28,0.48,9.51,1881.21,171.55,7.56,319.71
1881.04,6.22,0.28,0.47,9.61,1881.29,169.31,7.62,316.71
1881.05,6.50,0.29,0.47,9.51,1881.37,178.70,7.84,335.50
1881.06,6.58,0.29,0.47,9.51,1881.46,180.90,7.97,340.88
1881.07,6.35,0.30,0.46,9.61,1881.54,172.85,8.03,326.97
1881.08,6.20,0.30,0.46,9.80,1881.62,165.49,8.01,314.31
1881.09,6.25,0.31,0.45,10.18,1881.71,160.59,7.84,306.24
1881.1,6.15,0.31,0.45,10.28,1881.79,156.55,7.89,299.80
1881.11,6.19,0.32,0.44,10.18,1881.87,159.05,8.09,305.86
1881.12,6.01,0.32,0.44,10.18,1881.96,154.42,8.22,298.29
1882.01,5.92,0.32,0.44,10.18,1882.04,152.11,8.22,295.14
1882.02,5.79,0.32,0.44,10.28,1882.12,147.39,8.15,287.31
1882.03,5.78,0.32,0.44,10.28,1882.21,147.14,8.15,288.13
1882.04,5.78,0.32,0.44,10.37,1882.29,145.79,8.07,286.81
1882.05,5.71,0.32,0.44,10.47,1882.37,142.71,8.00,282.07
1882.06,5.68,0.32,0.44,10.56,1882.46,140.68,7.93,279.36
1882.07,6.00,0.32,0.43,10.47,1882.54,149.96,8.00,299.11
1882.08,6.18,0.32,0.43,10.56,1882.62,153.07,7.93,306.63
1882.09,6.24,0.32,0.43,10.28,1882.71,158.85,8.15,319.56
1882.1,6.07,0.32,0.43,10.18,1882.79,155.96,8.22,315.14
1882.11,5.81,0.32,0.43,10.09,1882.87,150.69,8.30,305.88
1882.12,5.84,0.32,0.43,9.99,1882.96,152.91,8.38,311.81
1883.01,5.81,0.32,0.43,9.99,1883.04,152.13,8.40,311.63
1883.02,5.68,0.32,0.43,10.09,1883.12,147.32,8.34,303.21
1883.03,5.75,0.32,0.42,9.99,1883.21,150.55,8.44,311.32
1883.04,5.87,0.32,0.42,9.90,1883.29,155.17,8.55,322.35
1883.05,5.77,0.32,0.42,9.80,1883.37,154.01,8.65,321.43
1883.06,5.82,0.33,0.42,9.51,1883.46,160.01,8.94,335.49
1883.07,5.73,0.33,0.41,9.32,1883.54,160.75,9.14,338.65
1883.08,5.47,0.33,0.41,9.32,1883.62,153.45,9.17,324.89
1883.09,5.53,0.33,0.41,9.23,1883.71,156.74,9.28,333.48
1883.1,5.38,0.33,0.41,9.23,1883.79,152.49,9.31,326.08
1883.11,5.46,0.33,0.40,9.13,1883.87,156.36,9.43,336.05
1883.12,5.34,0.33,0.40,9.23,1883.96,151.35,9.35,326.96
1884.01,5.18,0.33,0.39,9.23,1884.04,146.82,9.31,318.84
1884.02,5.32,0.33,0.39,9.23,1884.12,150.78,9.26,329.13
1884.03,5.30,0.33,0.38,9.23,1884.21,150.22,9.21,329.57
1884.04,5.06,0.32,0.37,9.04,1884.29,146.43,9.36,322.98
1884.05,4.65,0.32,0.36,8.85,1884.37,137.46,9.51,304.94
1884.06,4.46,0.32,0.36,8.85,1884.46,131.85,9.46,294.23
1884.07,4.46,0.32,0.35,8.75,1884.54,133.28,9.51,299.19
1884.08,4.74,0.32,0.34,8.75,1884.62,141.65,9.46,319.75
1884.09,4.59,0.32,0.33,8.66,1884.71,138.67,9.52,314.82
1884.1,4.44,0.31,0.33,8.56,1884.79,135.63,9.57,309.73
1884.11,4.35,0.31,0.32,8.37,1884.87,135.90,9.74,312.20
1884.12,4.34,0.31,0.31,8.28,1884.96,137.15,9.80,316.94
1885.01,4.24,0.30,0.31,8.28,1885.04,133.99,9.61,311.49
1885.02,4.37,0.30,0.30,8.37,1885.12,136.53,9.32,319.19
1885.03,4.38,0.29,0.30,8.18,1885.21,140.02,9.35,329.19
1885.04,4.37,0.29,0.30,8.28,1885.29,138.09,9.06,326.43
1885.05,4.32,0.28,0.29,8.09,1885.37,139.73,9.08,332.08
1885.06,4.30,0.28,0.29,7.90,1885.46,142.43,9.11,340.31
1885.07,4.46,0.27,0.29,7.99,1885.54,145.97,8.81,350.53
1885.08,4.71,0.26,0.28,7.99,1885.62,154.15,8.62,371.90
1885.09,4.65,0.26,0.28,7.90,1885.71,154.02,8.53,373.30
1885.1,4.92,0.25,0.28,7.90,1885.79,162.97,8.34,396.66
1885.11,5.24,0.25,0.27,7.99,1885.87,171.50,8.04,419.06
1885.12,5.20,0.24,0.27,8.18,1885.96,166.23,7.67,407.75
1886.01,5.20,0.24,0.28,7.99,1886.04,170.19,7.80,419.06
1886.02,5.30,0.24,0.28,7.99,1886.12,173.47,7.75,428.71
1886.03,5.19,0.24,0.29,7.90,1886.21,171.91,7.78,426.47
1886.04,5.12,0.23,0.29,7.80,1886.29,171.66,7.82,427.46
1886.05,5.02,0.23,0.30,7.61,1886.37,172.52,7.96,431.25
1886.06,5.25,0.23,0.30,7.52,1886.46,182.70,8.00,458.38
1886.07,5.33,0.23,0.31,7.61,1886.54,183.17,7.85,461.19
1886.08,5.37,0.23,0.31,7.71,1886.62,182.27,7.69,460.53
1886.09,5.51,0.23,0.32,7.71,1886.71,187.02,7.64,474.14
1886.1,5.65,0.22,0.32,7.71,1886.79,191.77,7.58,487.79
1886.11,5.79,0.22,0.33,7.71,1886.87,196.52,7.52,501.47
1886.12,5.64,0.22,0.33,7.80,1886.96,189.10,7.38,484.09
1887.01,5.58,0.22,0.33,7.99,1887.04,182.63,7.28,469.09
1887.02,5.54,0.23,0.34,8.09,1887.12,179.19,7.28,461.81
1887.03,5.67,0.23,0.34,8.09,1887.21,183.39,7.36,474.23
1887.04,5.80,0.23,0.34,8.09,1887.29,187.60,7.44,486.70
1887.05,5.90,0.23,0.34,8.09,1887.37,190.83,7.52,496.72
1887.06,5.73,0.24,0.35,7.99,1887.46,187.54,7.69,489.82
1887.07,5.59,0.24,0.35,7.90,1887.54,185.16,7.87,485.32
1887.08,5.45,0.24,0.35,7.99,1887.62,178.37,7.86,469.25
1887.09,5.38,0.24,0.35,7.90,1887.71,178.20,8.03,470.56
1887.1,5.20,0.25,0.36,7.99,1887.79,170.19,8.02,451.17
1887.11,5.30,0.25,0.36,8.09,1887.87,171.42,8.01,456.20
1887.12,5.27,0.25,0.36,8.28,1887.96,166.54,7.90,444.94
1888.01,5.31,0.25,0.35,8.37,1888.04,165.89,7.76,444.95
1888.02,5.28,0.25,0.34,8.28,1888.12,166.85,7.80,449.27
1888.03,5.08,0.25,0.34,8.28,1888.21,160.53,7.74,433.99
1888.04,5.10,0.24,0.33,8.18,1888.29,163.04,7.78,442.52
1888.05,5.17,0.24,0.32,8.09,1888.37,167.22,7.82,455.63
1888.06,5.01,0.24,0.31,7.99,1888.46,163.97,7.86,448.57
1888.07,5.14,0.24,0.30,8.09,1888.54,166.25,7.71,456.56
1888.08,5.25,0.24,0.29,8.09,1888.62,169.81,7.66,468.08
1888.09,5.38,0.24,0.29,8.09,1888.71,174.01,7.60,481.42
1888.1,5.35,0.23,0.28,8.18,1888.79,171.03,7.46,474.88
1888.11,5.24,0.23,0.27,8.28,1888.87,165.59,7.32,461.47
1888.12,5.14,0.23,0.26,8.28,1888.96,162.43,7.27,454.35
1889.01,5.24,0.23,0.26,7.99,1889.04,171.50,7.50,481.48
1889.02,5.30,0.23,0.27,7.90,1889.12,175.56,7.56,494.63
1889.03,5.19,0.23,0.27,7.80,1889.21,174.01,7.63,492.06
1889.04,5.18,0.23,0.27,7.80,1889.29,173.67,7.60,492.90
1889.05,5.32,0.23,0.28,7.61,1889.37,182.83,7.76,520.72
1889.06,5.41,0.23,0.28,7.61,1889.46,185.92,7.73,531.36
1889.07,5.30,0.22,0.28,7.61,1889.54,182.14,7.70,522.39
1889.08,5.37,0.22,0.29,7.61,1889.62,184.54,7.67,531.13
1889.09,5.50,0.22,0.29,7.71,1889.71,186.68,7.55,539.08
1889.1,5.40,0.22,0.29,7.71,1889.79,183.28,7.52,531.09
1889.11,5.35,0.22,0.30,7.71,1889.87,181.59,7.49,527.98
1889.12,5.32,0.22,0.30,7.80,1889.96,178.37,7.38,520.40
1890.01,5.38,0.22,0.30,7.61,1890.04,184.89,7.56,541.27
1890.02,5.32,0.22,0.30,7.61,1890.12,182.83,7.56,537.08
1890.03,5.28,0.22,0.30,7.61,1890.21,181.45,7.56,534.89
1890.04,5.39,0.22,0.30,7.61,1890.29,185.23,7.56,547.89
1890.05,5.62,0.22,0.30,7.71,1890.37,190.75,7.47,566.06
1890.06,5.58,0.22,0.30,7.71,1890.46,189.39,7.47,563.88
1890.07,5.54,0.22,0.29,7.71,1890.54,188.04,7.47,561.69
1890.08,5.41,0.22,0.29,7.99,1890.62,177.07,7.20,530.71
1890.09,5.32,0.22,0.29,8.09,1890.71,172.07,7.12,517.52
1890.1,5.08,0.22,0.29,8.09,1890.79,164.31,7.12,495.95
1890.11,4.71,0.22,0.29,7.90,1890.87,156.01,7.29,472.74
1890.12,4.60,0.22,0.29,7.90,1890.96,152.37,7.29,463.54
1891.01,4.84,0.22,0.29,7.80,1891.04,162.27,7.38,495.55
1891.02,4.90,0.22,0.30,7.90,1891.12,162.31,7.29,497.50
1891.03,4.81,0.22,0.30,7.99,1891.21,157.43,7.20,484.39
1891.04,4.97,0.22,0.31,8.09,1891.29,160.75,7.12,496.44
1891.05,4.95,0.22,0.31,7.99,1891.37,162.01,7.20,502.18
1891.06,4.85,0.22,0.32,7.80,1891.46,162.61,7.38,505.94
1891.07,4.77,0.22,0.32,7.71,1891.54,161.90,7.47,505.67
1891.08,4.93,0.22,0.32,7.71,1891.62,167.33,7.47,524.58
1891.09,5.33,0.22,0.33,7.61,1891.71,183.17,7.56,576.21
1891.1,5.33,0.22,0.33,7.61,1891.79,183.17,7.56,578.19
1891.11,5.25,0.22,0.34,7.52,1891.87,182.70,7.66,578.73
1891.12,5.41,0.22,0.34,7.52,1891.96,188.27,7.66,598.39
1892.01,5.51,0.22,0.34,7.33,1892.04,196.73,7.92,627.38
1892.02,5.52,0.22,0.35,7.33,1892.12,197.09,7.97,630.63
1892.03,5.58,0.23,0.35,7.14,1892.21,204.54,8.25,656.69
1892.04,5.57,0.23,0.35,7.04,1892.29,206.94,8.42,666.62
1892.05,5.57,0.23,0.35,7.04,1892.37,206.94,8.48,668.90
1892.06,5.54,0.23,0.36,7.04,1892.46,205.82,8.54,667.60
1892.07,5.54,0.23,0.36,7.23,1892.54,200.41,8.38,652.30
1892.08,5.62,0.23,0.36,7.33,1892.62,200.66,8.33,655.38
1892.09,5.48,0.24,0.36,7.33,1892.71,195.66,8.39,641.34
1892.1,5.59,0.24,0.37,7.33,1892.79,199.59,8.45,656.52
1892.11,5.57,0.24,0.37,7.52,1892.87,193.84,8.29,639.88
1892.12,5.51,0.24,0.37,7.61,1892.96,189.36,8.25,627.35
1893.01,5.61,0.24,0.36,7.90,1893.04,185.82,7.98,617.85
1893.02,5.51,0.24,0.35,7.99,1893.12,180.34,7.91,601.80
1893.03,5.31,0.24,0.34,7.80,1893.21,178.03,8.13,596.37
1893.04,5.31,0.24,0.33,7.71,1893.29,180.23,8.26,606.03
1893.05,4.84,0.24,0.32,7.61,1893.37,166.33,8.39,561.65
1893.06,4.61,0.25,0.32,7.42,1893.46,162.49,8.64,551.10
1893.07,4.18,0.25,0.31,7.23,1893.54,151.21,8.89,515.36
1893.08,4.08,0.25,0.30,6.95,1893.62,153.66,9.29,526.35
1893.09,4.37,0.25,0.29,7.23,1893.71,158.08,8.95,544.06
1893.1,4.50,0.25,0.28,7.33,1893.79,160.67,8.87,555.51
1893.11,4.57,0.25,0.27,7.14,1893.87,167.52,9.13,581.83
1893.12,4.41,0.25,0.26,7.04,1893.96,163.84,9.29,571.73
1894.01,4.32,0.25,0.25,6.85,1894.04,164.96,9.42,578.36
1894.02,4.38,0.24,0.24,6.76,1894.12,169.60,9.42,597.41
1894.03,4.51,0.24,0.24,6.57,1894.21,179.70,9.56,635.78
1894.04,4.57,0.24,0.23,6.57,1894.29,182.09,9.43,647.01
1894.05,4.40,0.23,0.22,6.57,1894.37,175.31,9.30,625.70
1894.06,4.34,0.23,0.21,6.57,1894.46,172.92,9.16,619.89
1894.07,4.25,0.23,0.20,6.57,1894.54,169.34,9.03,609.73
1894.08,4.41,0.22,0.19,6.76,1894.62,170.76,8.65,617.46
1894.09,4.48,0.22,0.19,6.85,1894.71,171.07,8.40,621.08
1894.1,4.34,0.22,0.18,6.66,1894.79,170.45,8.51,621.44
1894.11,4.34,0.21,0.17,6.66,1894.87,170.45,8.38,623.98
1894.12,4.30,0.21,0.16,6.57,1894.96,171.33,8.37,629.75
1895.01,4.25,0.21,0.17,6.57,1895.04,169.34,8.30,624.97
1895.02,4.19,0.21,0.18,6.57,1895.12,166.95,8.24,618.68
1895.03,4.19,0.21,0.18,6.57,1895.21,166.95,8.17,621.20
1895.04,4.37,0.20,0.19,6.85,1895.29,166.86,7.76,623.30
1895.05,4.61,0.20,0.20,6.95,1895.37,173.62,7.60,650.88
1895.06,4.70,0.20,0.21,7.04,1895.46,174.62,7.43,656.95
1895.07,4.72,0.20,0.21,6.95,1895.54,177.76,7.47,671.12
1895.08,4.79,0.20,0.22,6.85,1895.62,182.90,7.51,692.90
1895.09,4.82,0.20,0.23,6.85,1895.71,184.05,7.45,699.59
1895.1,4.75,0.19,0.24,6.85,1895.79,181.37,7.38,691.76
1895.11,4.59,0.19,0.24,6.85,1895.87,175.27,7.32,670.79
1895.12,4.32,0.19,0.25,6.76,1895.96,167.28,7.36,642.57
1896.01,4.27,0.19,0.25,6.66,1896.04,167.70,7.43,646.58
1896.02,4.45,0.19,0.24,6.57,1896.12,177.31,7.50,686.02
1896.03,4.38,0.19,0.24,6.57,1896.21,174.52,7.47,677.63
1896.04,4.42,0.19,0.24,6.47,1896.29,178.70,7.55,696.32
1896.05,4.40,0.19,0.23,6.37,1896.37,180.55,7.62,705.99
1896.06,4.32,0.19,0.23,6.28,1896.46,179.95,7.71,706.17
1896.07,4.04,0.18,0.23,6.28,1896.54,168.29,7.67,662.91
1896.08,3.81,0.18,0.22,6.28,1896.62,158.71,7.64,627.67
1896.09,4.01,0.18,0.22,6.28,1896.71,167.04,7.60,663.13
1896.1,4.10,0.18,0.22,6.47,1896.79,165.76,7.35,660.50
1896.11,4.38,0.18,0.21,6.66,1896.87,172.03,7.10,687.81
1896.12,4.22,0.18,0.21,6.66,1896.96,165.74,7.07,665.04
1897.01,4.22,0.18,0.22,6.47,1897.04,170.62,7.28,687.03
1897.02,4.18,0.18,0.23,6.47,1897.12,169.00,7.28,682.96
1897.03,4.19,0.18,0.24,6.47,1897.21,169.40,7.28,687.04
1897.04,4.06,0.18,0.24,6.37,1897.29,166.60,7.39,678.16
1897.05,4.08,0.18,0.25,6.28,1897.37,169.95,7.50,694.37
1897.06,4.27,0.18,0.26,6.28,1897.46,177.87,7.50,729.26
1897.07,4.46,0.18,0.27,6.28,1897.54,185.78,7.50,764.27
1897.08,4.75,0.18,0.28,6.57,1897.62,189.26,7.17,781.03
1897.09,4.98,0.18,0.29,6.76,1897.71,192.84,6.97,798.18
1897.1,4.82,0.18,0.29,6.66,1897.79,189.31,7.07,786.01
1897.11,4.65,0.18,0.30,6.66,1897.87,182.63,7.07,760.74
1897.12,4.75,0.18,0.31,6.66,1897.96,186.56,7.07,779.55
1898.01,4.88,0.18,0.31,6.66,1898.04,191.66,7.14,803.37
1898.02,4.87,0.18,0.32,6.76,1898.12,188.58,7.10,792.91
1898.03,4.65,0.19,0.32,6.76,1898.21,180.06,7.16,759.60
1898.04,4.57,0.19,0.32,6.76,1898.29,176.96,7.23,749.08
1898.05,4.87,0.19,0.33,7.23,1898.37,176.17,6.81,748.14
1898.06,5.06,0.19,0.33,6.76,1898.46,195.93,7.36,834.67
1898.07,5.08,0.19,0.33,6.66,1898.54,199.52,7.53,852.61
1898.08,5.27,0.19,0.34,6.66,1898.62,206.98,7.59,887.20
1898.09,5.26,0.20,0.34,6.66,1898.71,206.59,7.66,888.26
1898.1,5.15,0.20,0.34,6.66,1898.79,202.27,7.73,872.45
1898.11,5.32,0.20,0.35,6.66,1898.87,208.94,7.79,904.05
1898.12,5.65,0.20,0.35,6.76,1898.96,218.78,7.74,949.39
1899.01,6.08,0.20,0.36,6.76,1899.04,235.43,7.78,1024.46
1899.02,6.31,0.20,0.37,6.95,1899.12,237.64,7.60,1036.84
1899.03,6.40,0.20,0.38,6.95,1899.21,241.03,7.63,1054.40
1899.04,6.48,0.20,0.39,7.04,1899.29,240.75,7.55,1055.91
1899.05,6.21,0.20,0.40,7.04,1899.37,230.71,7.59,1014.69
1899.06,6.07,0.21,0.42,7.14,1899.46,222.51,7.51,981.34
1899.07,6.28,0.21,0.43,7.23,1899.54,227.18,7.44,1004.67
1899.08,6.44,0.21,0.44,7.33,1899.62,229.94,7.38,1019.61
1899.09,6.37,0.21,0.45,7.61,1899.71,218.91,7.13,973.34
1899.1,6.34,0.21,0.46,7.71,1899.79,215.19,7.07,959.41
1899.11,6.46,0.21,0.47,7.80,1899.87,216.59,7.01,968.26
1899.12,6.02,0.21,0.48,7.90,1899.96,199.40,6.96,894.03
1900.01,6.10,0.22,0.48,7.90,1900.04,202.05,7.20,908.60
1900.02,6.21,0.23,0.48,7.99,1900.12,203.25,7.36,916.73
1900.03,6.26,0.23,0.48,7.99,1900.21,204.89,7.61,926.97
1900.04,6.34,0.24,0.48,7.99,1900.29,207.50,7.86,941.78
1900.05,6.04,0.25,0.48,7.80,1900.37,202.51,8.30,922.24
1900.06,5.86,0.26,0.48,7.71,1900.46,198.90,8.66,909.09
1900.07,5.86,0.26,0.48,7.80,1900.54,196.47,8.80,901.35
1900.08,5.94,0.27,0.48,7.71,1900.62,201.61,9.16,928.44
1900.09,5.80,0.28,0.48,7.80,1900.71,194.46,9.30,899.07
1900.1,6.01,0.29,0.48,7.71,1900.79,203.99,9.67,946.86
1900.11,6.48,0.29,0.48,7.71,1900.87,219.94,9.93,1024.74
1900.12,6.87,0.30,0.48,7.61,1900.96,236.09,10.31,1104.00
1901.01,7.07,0.30,0.48,7.71,1901.04,239.97,10.24,1126.10
1901.02,7.25,0.30,0.48,7.61,1901.12,249.15,10.42,1173.28
1901.03,7.51,0.31,0.49,7.61,1901.21,258.09,10.48,1219.47
1901.04,8.14,0.31,0.49,7.52,1901.29,283.28,10.67,1342.71
1901.05,7.73,0.31,0.49,7.52,1901.37,269.01,10.73,1279.31
