http://www.econ.yale.edu/~shiller/data.htm (data from my spreadsheet, not Shiller's -- don't forget to bold values in DCA -- or to update END_DATE)
Date,P,D,E,CPI,Date Fraction,Real Price,Real Dividend,Real Total Return Price
2015.07,2094.14,42.00,93.49,238.65,2015.54,2295.31,46.03,1303590.93
2015.08,2039.87,42.25,92.08,238.32,2015.62,2239.00,46.38,1273804.08
2015.09,1944.41,42.51,90.66,237.95,2015.71,2137.55,46.73,1218302.47
2015.1,2024.81,42.80,89.28,237.84,2015.79,2226.94,47.08,1271485.12
2015.11,2080.62,43.10,87.91,237.34,2015.87,2293.16,47.50,1311554.66
2015.12,2054.08,43.39,86.53,236.53,2015.96,2271.67,47.99,1301551.55
2016.01,1918.60,43.55,86.50,236.92,2016.04,2118.33,48.09,1215995.32
2016.02,1904.42,43.72,86.47,237.11,2016.12,2100.95,48.23,1208322.54
2016.03,2021.95,43.88,86.44,238.13,2016.21,2221.04,48.20,1279703.04
2016.04,2075.54,44.07,86.60,239.26,2016.29,2269.15,48.18,1309735.42
2016.05,2065.55,44.27,86.76,240.23,2016.37,2249.13,48.20,1300497.66
2016.06,2083.89,44.46,86.92,241.02,2016.46,2261.67,48.25,1310074.72
2016.07,2148.90,44.65,87.64,240.63,2016.54,2336.01,48.54,1355476.93
2016.08,2170.95,44.84,88.37,240.85,2016.62,2357.81,48.70,1370483.88
2016.09,2157.69,45.03,89.09,241.43,2016.71,2337.79,48.79,1361209.61
2016.1,2143.02,45.25,90.91,241.73,2016.79,2319.01,48.97,1352647.48
2016.11,2164.99,45.48,92.73,241.35,2016.87,2346.43,49.29,1371039.30
2016.12,2246.63,45.70,94.55,241.43,2016.96,2434.12,49.51,1424685.47
2017.01,2275.12,45.93,96.46,242.84,2017.04,2450.70,49.47,1436805.90
2017.02,2329.91,46.15,98.38,243.60,2017.12,2501.85,49.56,1469214.03
2017.03,2366.82,46.38,100.29,243.80,2017.21,2539.42,49.76,1493712.18
2017.04,2359.31,46.66,101.53,244.52,2017.29,2523.88,49.91,1487016.73
2017.05,2395.35,46.94,102.78,244.73,2017.37,2560.24,50.17,1510905.91
2017.06,2433.99,47.22,104.02,244.96,2017.46,2599.18,50.42,1536367.13
2017.07,2454.10,47.54,105.04,244.79,2017.54,2622.47,50.80,1552632.51
2017.08,2456.22,47.85,106.06,245.52,2017.62,2616.90,50.98,1551849.77
2017.09,2492.84,48.17,107.08,246.82,2017.71,2641.92,51.05,1569213.76
2017.1,2557.00,48.42,108.01,246.66,2017.79,2711.64,51.35,1613161.48
2017.11,2593.61,48.68,108.95,246.67,2017.87,2750.39,51.62,1638777.25
2017.12,2664.34,48.93,109.88,246.52,2017.96,2827.06,51.92,1687036.20
2018.01,2789.80,49.29,111.73,247.87,2018.04,2944.14,52.01,1759491.74
2018.02,2705.16,49.64,113.59,248.99,2018.12,2841.93,52.15,1701005.94
2018.03,2702.77,50.00,115.44,249.55,2018.21,2833.02,52.41,1698283.08
2018.04,2653.63,50.33,117.79,250.55,2018.29,2770.50,52.55,1663429.12
2018.05,2701.49,50.66,120.13,251.59,2018.37,2808.78,52.67,1689051.91
2018.06,2754.35,50.99,122.48,251.99,2018.46,2859.18,52.93,1722013.59
2018.07,2793.64,51.44,125.12,252.01,2018.54,2899.77,53.39,1749139.62
2018.08,2857.82,51.89,127.75,252.15,2018.62,2964.74,53.83,1791036.10
2018.09,2901.50,52.34,130.39,252.44,2018.71,3006.57,54.24,1819030.73
2018.1,2785.46,52.81,131.06,252.89,2018.79,2881.23,54.63,1745956.36
2018.11,2723.23,53.28,131.72,252.04,2018.87,2826.33,55.30,1715478.70
2018.12,2567.31,53.75,132.39,251.23,2018.96,2673.04,55.96,1625270.71
2019.01,2607.39,54.15,133.06,251.71,2019.04,2709.61,56.27,1650353.87
2019.02,2754.86,54.54,133.72,252.78,2019.12,2850.81,56.44,1739220.53
2019.03,2803.98,54.94,134.39,254.20,2019.21,2885.36,56.53,1763175.10
2019.04,2903.80,55.32,134.68,255.55,2019.29,2972.34,56.62,1819209.13
2019.05,2854.71,55.70,134.98,256.09,2019.37,2915.89,56.89,1787557.21
2019.06,2890.17,56.08,135.27,256.14,2019.46,2951.52,57.27,1812326.76
2019.07,2996.11,56.46,134.48,256.57,2019.54,3054.61,57.56,1878571.66
2019.08,2897.50,56.84,133.69,256.56,2019.62,2954.22,57.95,1819801.55
2019.09,2982.16,57.22,132.90,256.76,2019.71,3038.15,58.29,1874497.93
2019.1,2977.68,57.56,135.09,257.35,2019.79,3026.67,58.51,1870423.35
2019.11,3104.90,57.90,137.28,257.21,2019.87,3157.68,58.88,1954418.01
2019.12,3176.75,58.24,139.47,256.97,2019.96,3233.69,59.28,2004520.33
2020.01,3278.20,58.69,131.76,257.97,2020.04,3324.06,59.51,2063616.68
2020.02,3277.31,59.13,124.04,258.68,2020.12,3314.08,59.80,2060512.25
2020.03,2652.39,59.58,116.33,258.12,2020.21,2688.00,60.38,1674378.15
2020.04,2761.98,59.61,111.30,256.39,2020.29,2817.89,60.82,1758444.44
2020.05,2919.62,59.65,104.93,256.39,2020.37,2978.72,60.86,1861972.39
2020.06,3104.66,59.68,99.23,257.80,2020.46,3150.18,60.56,1972305.83
2020.07,3207.62,59.40,100.68,259.10,2020.54,3238.32,59.97,2030618.38
2020.08,3391.71,59.13,98.56,259.92,2020.62,3413.37,59.51,2143494.21
2020.09,3365.52,58.85,98.22,260.28,2020.70,3382.33,59.14,2127093.76
2020.1,3418.70,58.66,96.52,260.39,2020.79,3434.32,58.93,2162882.47
2020.11,3548.99,58.47,95.50,260.23,2020.87,3567.40,58.77,2249777.09
2020.12,3695.31,58.28,94.14,260.47,2020.96,3711.06,58.53,2343449.79
2021.01,3793.75,58.06,,261.58,2021.04,3793.75,58.06,2398723.45
